Date,Year,Type,Country,Area,Location,Activity,Injury,Species 
1/1/30,1930,Watercraft,AZORES,,,,No inury to occupants; shark struck boat,
12/26/29,1929,Unprovoked,AUSTRALIA,New South Wales,White Bay; near Bald Rock Jetty; Sydney Harbor,Diving by wharf,FATAL; left arm severed above elbow; lacerations on chest; right thumb severed; left thigh lacerated to bone; abrasions,Tiger shark
4/4/29,1929,Unprovoked,AUSTRALIA,Torres Strait,Badu Island,Swimming between boats,FATAL,
3/16/29,1929,Unprovoked,USA,Florida,Sea Spray; Palm Beach,Swimming,Right sole & toes lacerated,
3/4/29,1929,Unprovoked,AUSTRALIA,South Australia,Ardrossan,Launching rowboat through the surf,Foot bitten,a dog shark
11/4/28,1928,Unprovoked,PANAMA,Gulf of Panama,Taboga Island Bay,Swimming,FATAL; multiple injuries including evisceration; 3 fractures of right arm; 5 fingers  & leg severed below knee,Moreno’s leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph
12/28/27,1927,Unprovoked,SOUTH AFRICA,Western Cape Province,Little Brak River,Swimming,FATAL; leg bitten,White shark; 4.4 m [14.5'] .
2/1/27,1927,Provoked,NEW ZEALAND,South Island,Menzies Bay; Banks Peninsula;,Fishing,Severely bitten by shark caught 30 minutes earlier  PROVOKED INCIDENT,Mako shark
1/29/24,1924,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,South Beach; Durban,Swimming,FATAL,
1/13/22,1922,Unprovoked,AUSTRALIA,New South Wales,Stockton Beach; Newcastle,Standing,Small laceration on left thigh & swim costume torn,Grey nurse shark?
9/12/19,1919,Unprovoked,COSTA RICA,Turtle Bogue,Where Colorado River enters the sea,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,FATAL; 6 men were taken by sharks as they neared the beach; 1 survived,
7/13/16,1916,Unprovoked,USA,New York,Sheepshead Bay; Brooklyn,Swimming,Ankle bruised,
1/17/14,1914,Unprovoked,AUSTRALIA,Queensland,Brisbane,Wading,Laceration to leg,
11/27/13,1913,Unprovoked,NIGERIA,Lagos,Lagos,Boat swamped,FATAL,
1/1/13,1913,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,Head; neck & left shoulder bitten,Tiger shark
9/17/11,1911,Unprovoked,USA,Florida,Pablo Beach; Jacksonville; Duval County,Bathing,Left arm & thigh bitten,
3/8/10,1910,Unprovoked,NEW ZEALAND,North Island,Waikanae Beach; Gisborne,Swimming,Lacerations to foot,6' shark
6/18/08,1908,Unprovoked,EGYPT,Gulf of Suez,Off Ras Gharib,The 168-ton Belmore foundered in heavy seas,FATAL,
8/12/07,1907,Unprovoked,CROATIA,Primorje-Gorski Kotar County,Krk Island,Swimming,FATAL,
1/28/06,1906,Unprovoked,AUSTRALIA,New South Wales,Georges River,Bathing,FATAL,
10/11/04,1904,Unprovoked,INDIAN OCEAN,Between Noumea & Sydney,,Fell overboard,FATAL,
1/23/04,1904,Unprovoked,NEW CALEDONIA,South Province,Noumea,Bathing,FATAL,
1899-06-07,1899,Provoked,ITALY,Calabria,Bagnara Calabra,Fishing,Multiple injuries from boated shark PROVOKED INCIDENT,70 kg shark
1898-10-28,1898,Unprovoked,USA,Hawaii,Off Kohala,Jumped overboard,FATAL,
1898-09-19,1898,Unprovoked,,,,Diving,Lacerations to fingers,
1898-08-22,1898,Unprovoked,USA,New York,Prince's Bay; Staten Island,Swimming,Laceration to thigh,
1895-06-13,1895,Unprovoked,,,,Diving,Right hand severed,
1888-10-23,1888,Unprovoked,CROATIA,Primorje-Gorski Kotar County,Rijeka,,Human remains found in shark,5m; 3500 kg female shark
1887-07-30,1887,Sea Disaster,,Gulf of California,,Sea disaster; wreck of the sloop Sara,FATAL,
1885-07-26,1885,Sea Disaster,USA,Hawaii,Kau District,Wreck of the schooner Pohoiki,FATAL,
1883-02-25,1883,Unprovoked,AUSTRALIA,Northern Territory,the pearling beds,Diving,FATAL,
1880-05-15,1880,Unprovoked,INDIA,West Bengal,Ganges River,,Left hand severed; arm & right calf injured,
1860-04-01,1860,Unprovoked,NEW ZEALAND,North Island,St. George's Bay; Auckland Harbor,Bathing,FATAL Foot & leg bitten,4' ground shark
1853-09-28,1853,Unprovoked,USA,North Carolina,Morehead; Carteret County,Commercial Salvage Diving,No injury. Copper breastplate & harness bitten,White shark
1852-08-07,1852,Unprovoked,TONGA,Tongatapu,,Fell overboard,FATAL,
1850-10-21,1850,Unprovoked,USA,Hawaii,,Swimming after his hat,FATAL,
1849-10-04,1849,Unprovoked,PERU,,Tumbez,Swimming,FATAL,
1841-03-27,1841,Unprovoked,AUSTRALIA,New South Wales,Cockatoo Island; Sydney,Bathing,FATAL,
1837-07-01,1837,Unprovoked,USA,New York,New York,Bathing,Leg injured,
1837-01-17,1837,Unprovoked,AUSTRALIA,New South Wales,Macleay River,Washing his feet,FATAL     Injured by shark; died of tetanus,
1779-01-01,1779,Unprovoked,USA,Hawaii,Maliu; Hawai'i,Surfing,FATAL; buttock lacerated,
1748-01-01,1748,Unprovoked,PANAMA,Las Perlas archipelago,Taboga & Isla del Rey,Pearl diving,FATAL,
,1700,Unprovoked,BARBADOS,,,Bathing,FATAL,
,1642,Invalid,GUINEA,,,Went overboard,FATAL,Questionable
,,Unprovoked,USA,California,Monterey; Montery County,Fishing for basking sharks,FATAL PROVOKED INCIDENTS,Basking shark
,,Unprovoked,SRI LANKA,Northern Province,Mannar,Fishing?,Foot bitten,
,,Unprovoked,SOLOMON ISLANDS,Malaita Province,Waibana Passage,Diving,Lacerations to hands and knee,
,,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Keiskamma River mouth,Crossing river on a raft,FATAL; leg severed,
,,Unprovoked,USA,California,LaJolla; San Diego County,Free diving; collecting sand dollars,Calf bitten,Shovelnose guitarfish; adult male
,,Invalid,USA,Hawaii,Portlock; Oahu,Diving,A 4.3 m [14'] shark made threat display. No injury; no attack,Invalid
,,Unprovoked,IRAQ,Basrah,Shatt-al-Arab River,Swimming naked near a date palm where many dates fell into the water,Arm severed,Bull shark
,,Unprovoked,IRAN,Khuzestan Province,Ahvaz; on the Karun River,Standing; washing rear wheels of his ambulance in ankle-deep water,FATAL; fell into water when shark seized his right ankle; right leg bitten; left forearm & hand lacerated; all tissue stripped from right arm,
,,Unprovoked,AUSTRALIA,,,Pearl diving,Lacerations to thigh,
7/22/23,2023,Unprovoked,Australia,Western Australia,Yallingup Lagoon,Snorkeling,Lower left leg bitten,Wobbegong shark
7/15/23,2023,Unprovoked,USA,Florida,New Smyrna Beach,Sitting,Superficial injury to back,
7/3/23,2023,Unprovoked,USA,New York,Kismet Beach; Suffolk County,Surfing,Injury to left heel and toes,
5/28/23,2023,Unprovoked,FRENCH POLYNESIA,Tahiti,Matavai Bay; Arue; Papetee,Kite surfing,Buttock bitten,Grey reef shark; 2 m
12/7/22,2022,Unprovoked,USA,Texas,,Surfing,Foot bitten,Blacktip
9/3/21,2021,Unprovoked,USA,Louisiana,off Grand Isle,Fishing; fell in water,Severe injury to leg,
8/13/21,2021,Unprovoked,CANADA,Nova Scotia,Cape Breton Island,Swimming,Thigh injured,
7/22/20,2020,Unprovoked,USA,North Carolina,Neuse River; Craven County,Treading water,Left calf & foot bitten,Bull shark. 6.5'
5/17/20,2020,Unprovoked,FRENCH POLYNESIA,Tahiti,Vallée Blanche,Snorkeling,Leg bitten,Blacktip shark
1/30/20,2020,Provoked,BAHAMAS,Exumas,,Floating,PROVOKED INCIDENT  Scratches to left wrist,
8/31/19,2019,Unprovoked,USA,Florida,Jacksonville Beach; Duval County,,Thigh injured,
5/25/19,2019,Unprovoked,USA,Hawaii,Honokowai Point; Maui,Swimming,FATAL,
5/9/18,2019,Unprovoked,REUNION ISLAND,,Saint Leu,Surfing,FATAL,
2/17/19,2019,Unprovoked,AUSTRALIA,New South Wales,Belongil Bay,Surfing,Lacerations/puncture marks to thigh,
9/23/18,2018,Provoked,FIJI,Vanua Levu,Cakau Levu,Diving,Abrasion to leg when he kicked the shark PROVOKED INCIDENT,Nurse shark
9/20/18,2018,Questionable,USA,Florida,Jacksonville Beach; Duval County,,Cuts to hand,
9/20/18,2018,Unprovoked,AUSTRALIA,Queensland,Cid Harbor; Whitsundays,Swimming,Serious injury to left thigh,
8/15/18,2018,Unprovoked,BAHAMAS,Abaco Islands,Coco Bay; Green Turtle Cay,Standing,Injury to lower left leg,Nurse shark
7/13/18,2018,Unprovoked,USA,Florida,Fernandina Beach; Nassau County,Surfing,Lacerations to left foot,
4/3/18,2018,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Surfing,Lacerations to left knee & lower leg,White shark
2/3/18,2018,Unprovoked,ECUADOR,Galapagos Islands,Santa Fe Island,Snorkeling,Injuries to right foot,Galapagos shark?
11/25/17,2017,Sea Disaster,LIBYA,,Gars Garabulli,2 boats capsized,FATAL,Some drowned but other may have been killed by blue sharks
10/9/17,2017,Unprovoked,USA,Hawaii,Davidsons Beach; Kekaha; Kauai,Surfing,Lacerations to left hand,Tiger shark; 8 to 10 feet
7/23/17,2017,Unprovoked,USA,New Jersey,Ventnor,,Minor injury to hand,Sandtiger shark  2'
12/1/16,2016,Unprovoked,AUSTRALIA,New South Wales,Booti Booti National Park,Surfing,Injuries to foot & arm,White shark
9/4/16,2016,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Body boarding,Foot bitten,
7/27/16,2016,Provoked,USA,Florida,Florida Keys; Monroe County,Lobstering,Laceration to left forearm PROVOKED INCIDENT,Nurse shark; 4'
7/14/16,2016,Unprovoked,BAHAMAS,,Tiger Beach,Scuba Diving,Face bruised when partly blind shark collided with him,Lemon shark; 9'
6/2/16,2016,Unprovoked,NEW CALEDONIA,,Côte-Blanche; Nouméa,Kite surfing,Laceration to heel,3 m shark
5/29/16,2016,Unprovoked,USA,Florida,Neptune; Duval County,Swimming,Injury to posterior right leg,5' shark
2/12/16,2016,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,Bavaro Beach; Punta Cana,Wading,Avulsion injury to lower leg,
10/8/15,2015,Unprovoked,MOZAMBIQUE,Inhambane Province,Maxixe; Inhambane Bay,Fishing,Arm severely injured; surgically amputated,
9/26/15,2015,Unprovoked,AUSTRALIA,Queensland,Russel Island; Frankland Group,Snorkeling,Laceration to leg,
7/3/15,2015,Unprovoked,AUSTRALIA,New South Wales,Lennox Head,Surfing,No injury; shark bit surfboard,White shark
3/31/15,2015,Invalid,BRAZIL,Pernambuco,Praia del Chifre; Olinda,Surfing,"Injury to left thigh from unidentified species of fish, injuries inconsistent with shark bite",No shark involvement
8/29/14,2014,Unprovoked,USA,Florida,Ponce Inlet; Volusia County,Surfing,Lacerations to shin,Spinner shark or blacktip shark
6/18/14,2014,Unprovoked,AUSTRALIA,South Australia,Middleton Point; Fleurieu Peninsula,Body boarding,Lacerations to knee,
5/1/14,2014,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Surfing,Laceration to right hand and cuts on fingertips,3' shark
3/22/14,2014,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Second Beach; Port St Johns,Swimming,FATAL,2 m shark
12/10/13,2013,Unprovoked,USA,Florida,Cocoa Beach; Brevard  County,Surfing,Right foot bitten,4' to 6' shark
8/31/13,2013,Unprovoked,BAHAMAS,,Freetown Beach,Spearfishing,Lower left leg bitten,Blacktip shark
2/21/13,2013,Unprovoked,USA,Hawaii,Ka'anapali; Honokowai; Maui,Surfing,Lacerations to right leg,reef shark?
7/8/12,2012,Unprovoked,USA,North Carolina,North Topsail Beach; Onslow County,Swimming,Lacerations to right ankle and calf,
8/17/11,2011,Unprovoked,RUSSIA,Telyakovsky Bay; Khasan;  Primorsky Krai (Far East),Vityaz,Swimming,Hands severed,4 m shark
3/23/11,2011,Unprovoked,AUSTRALIA,New South Wales,Crowdy Head,Surfing,Severe injury to left forearm,Bull shark; 2.5m
1/31/11,2011,Unprovoked,MEXICO,Quintana Roo,Cancun,Swimming,Leg; forearm & hand severely bitten,6' shark
1/3/11,2011,Watercraft,AUSTRALIA,Western Australia,Busselton,Fishing,No injury; shark nudged boat and bit propeller,White shark
9/24/10,2010,Unprovoked,USA,Virginia,Sandridge Beach,Surfing,Bite to left ankle and knee,
9/3/10,2010,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Surfing,Lacerations to right  hand,
7/2/10,2010,Unprovoked,USA,California,Dog Patch; San Onofre,Stand-Up Paddleboarding,No injury; board bumped by shark,8' shark
2/11/10,2010,Unprovoked,AUSTRALIA,New South Wales,Mona Vale Beach; Sydney,Surfing,Minor injury; lacerations to left lower leg,Wobbegong shark; 1.6m
8/1/09,2009,Unprovoked,USA,Louisiana,Curlew Island; Breton Sound,Wade Fishing,Right ankle & foot bitten,Bull shark?
6/16/09,2009,Invalid,USA,Florida,Melbourne Beach; Brevard County,Crawling,2-inch laceration to upper left arm,Shark involvement probable; but not confirmed
1/25/09,2009,Unprovoked,CUBA,Guantanamo Province,Guantanamo Bay,Spearfishing,Severe lacerations to lower left leg,Bull shark
1/10/09,2009,Unprovoked,ECUADOR,Galapagos Islands,Isla Isabella,Surfing,Right lower leg bitten & defense wounds to hand,
1/1/09,2009,Unprovoked,CUBA,Guantanamo Province,Guantanamo,Spearfishing,Lacerations to right calf,Bull shark
7/26/08,2008,Unprovoked,USA,Hawaii,Honokowai; Maui,Swimming,Minor injury,2' to 3' reef shark
5/24/08,2008,Sea Disaster,BAHAMAS,Grand Bahama Island,Off West End,Sea Disaster,Boat capsized in squall. 2 bodies scavenged  by sharks,Tiger sharks in area
3/25/08,2008,Unprovoked,USA,Florida,Palm Beach Shores; Palm Beach County,Wading,Shin bitten,6' shark
9/16/07,2007,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Wading?,Laceration to right heel,
9/4/07,2007,Unprovoked,USA,South Carolina,Sullivan's Island,Standing,Lacerations to left calf and both feet,
8/20/07,2007,Provoked,USA,Delaware,Indian River Inlet; Rehoboth Beach,Fishing,Forearm bitten by hooked shark PROVOKED INCIDENT,Sandtiger shark
7/19/07,2007,Unprovoked,AUSTRALIA,Territory of Cocos (Keeling) Islands,Direction Island,Wading,Calf bitten,Bronze whaler shark; 1.5 m
3/31/07,2007,Unprovoked,USA,Florida,Waveland Beach; Hutchinson Island; St. Lucie County,,Minor cuts to right buttock & thigh,
9/11/06,2006,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Surfing,Left torso grazed,5' shark
11/16/05,2005,Watercraft,NEW CALEDONIA,,,,No injury to occupants; shark lifted bow of boat 3 times,4.5 m white shark
7/15/05,2005,Unprovoked,USA,North Carolina,Holden Beach; Brunswick County,Swimming,Lacerations of left forearm,[4.5' to 5'] shark
2/13/05,2005,Unprovoked,USA,Florida,Fort Lauderdale,Spearfishing,Hand bitten,1.8 m [6'] Caribbean reef shark
10/30/04,2004,Unprovoked,SOUTH AFRICA,Western Cape Province,Gansbaai,Chumming for white sharks,Right ankle & foot lacerated,2 m [6.75'] white shark
5/22/04,2004,Unprovoked,USA,Florida,Jacksonville Beach; Duval County,,Foot bitten,
3/29/04,2004,Unprovoked,BRAZIL,Pernambuco,Piedade Beach,Body boarding,Lower left leg bitten; surgically amputated,bull shark
2/16/04,2004,Invalid,AUSTRALIA,Queensland,Fido's Reef; 300 m east of Cook Island. Cook Island is 2 miles from Tweed Heads; Gold Coast,Free diving & spearfishing,Disappeared while diving; may have suffered shallow water blackout. Searchers observed large tiger sharks & whaler sharks in the area,Shark involvement not confirmed
12/31/03,2003,Watercraft,SOUTH AFRICA,KwaZulu-Natal,Salt Rock,,No injury to occupants,Shortfin mako shark
11/30/03,2003,Unprovoked,AUSTRALIA,Western Australia,Perth? (Margaret River District),Swimming,After biting Halverson; it bit Scott's thigh,Wobbegong shark; 1.2 m [4']
10/6/03,2003,Invalid,USA,Florida,Palm Beach?,Swimming to shore from boat or kayak,Fatal; drowning or scavenging.  Two hours later his body; with bite marks;  washed ashore.,Shark involvement prior to death was not confirmed
7/1/03,2003,Unprovoked,USA,Florida,Fort Lauderdale; Broward County,Spearfishing,Laceration to toe,8' great hammerhead shark
6/26/03,2003,Unprovoked,USA,Florida,St Augustine Beach. St. Johns County,Surfing,Ankle lacerated,106 cm [3.5']  shark
4/25/03,2003,Unprovoked,BRAZIL,Rio de Janeiro,Copacabana Beach; Rio de Janiero,Swimming,Bitten on finger,
12/29/02,2002,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef  (near Upolu Bay),Snorkeling,Left arm lacerated,Reported to involve a hammerhead shark
9/13/02,2002,Unprovoked,SOUTH AFRICA,Western Cape Province,Glencairn; False Bay,Surf skiing,No injury,White shark
2/23/02,2002,Unprovoked,TURKS & CAICOS,,,Capsized fishing boat,FATAL,
2/7/02,2002,Watercraft,AUSTRALIA,New South Wales,Paramatta River (near Sydney),Kayaking,Stern of kayak bitten/chest bruised,C. leucas tooth fragment recovered from kayak
9/24/01,2001,Provoked,USA,Florida,Ponce Inlet; Volusia County,Surfing; fell off surfboard & stepped on the shark.,PROVOKED INCIDENT Several small lacerations on left foot,4' shark
5/20/01,2001,Unprovoked,USA,South Carolina,Fripp Island; Beaufort County,Swimming,5.5-inch laceration on calf,
4/12/01,2001,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Surfing,Foot & ankle lacerated,
2/19/00,2000,Unprovoked,SOUTH AFRICA,Western Cape Province,Struis Bay,Body surfing,Foot bitten,White shark; 2.5 m
11/15/99,1999,Unprovoked,USA,California,Waddell Reef; Santa Cruz County,Surfing (sitting on his board),No injury; board bitten,White shark
8/16/99,1999,Unprovoked,USA,South Carolina,Grand Strand; Myrtle Beach; Horry County,Lying prone in 2' of water,Ear lacerated; cuts on scalp; back; arm & shoulder,1.8 m [6'] shark
12/18/98,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,Splashing,Right leg bitten,
9/22/98,1998,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Surfing,Left arm lacerated,
9/14/98,1998,Unprovoked,USA,Florida,Stuart Beach; Martin County,Surfing,Right foot bitten,1.8 m [6'] shark
6/5/98,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,Survived,
4/1/98,1998,Unprovoked,BRAZIL,Pernambuco,Boa Viagem; Recife,Swimming,FATAL,
2/28/97,1997,Unprovoked,AUSTRALIA,Queensland,Whitsunday Passage,Scuba diving,Left arm bitten,Tiger shark; 2m to 3m
10/3/96,1996,Unprovoked,USA,Florida,Cocoa Beach; Brevard County,Surfing,4 laceration on left forearm,1.2 m [4'] shark
7/14/96,1996,Unprovoked,USA,Hawaii,Nakalele Point; Maui,,No details,
6/6/96,1996,Unprovoked,AUSTRALIA,Victoria,Suicide Point; Point Leo,Surfing,No injury; board bitten,4 m white shark
4/25/96,1996,Unprovoked,AUSTRALIA,New South Wales,Mona Vale,Swimming,Puncture wounds on upper left thigh,Wobbegong shark
1/14/96,1996,Unprovoked,AUSTRALIA,Western Australia,Mutton Bird Island; Albany,,No details,
7/28/95,1995,Unprovoked,USA,South Carolina,Pawleys Island; Georgetown County,,Hand bitten (minor injury),
5/12/95,1995,Unprovoked,SOUTH KOREA,,Jangkodo Island,Diving for abalone,Right leg severed FATAL,4 m shark
2/1/95,1995,Unprovoked,VENEZUELA,,,Wind surfing,Right ankle & foot bitten,
11/25/94,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Spearfishing,No injury,Raggedtooth shark; 2.7 m [9']
1/23/93,1993,Unprovoked,BRAZIL,Pernambuco,Piedade,Body boarding,Left leg bitten,
11/23/92,1992,Unprovoked,USA,Florida,,Surfing,Right ankle bitten,1.8 m [6'] shark
11/5/92,1992,Unprovoked,USA,Hawaii,Kea'au Beach Park; O'ahu,Body boarding,Right leg severely lacerated  FATAL,Tiger shark; 3 m to 3.7 m [10' to 12']
10/22/92,1992,Unprovoked,USA,Hawaii,Lanaikea; O'ahu,Surfing,Chest & arm bruised & scratched; 15 crescent-shaped piece removed from board,Tiger shark; 4.3 m [14']
10/11/92,1992,Unprovoked,BRAZIL,Maranhão,Praia de São Marcus; Sáo Luiz,Boogie boarding,Legs bitten,
7/8/92,1992,Unprovoked,BRAZIL,Maranhão,Praia da Marcela; São Marcos Bay,Surfing,Arm bitten,
3/8/92,1992,Watercraft,JAPAN,Ehime Prefecture,Nagahama-cho; 40 km southwest of Matsuyama,Fishing for yellowtail; Seriola quinqueradiata,No injury to boat or occupant,
8/28/90,1990,Unprovoked,USA,California,Trinidad Head; Humboldt County,Surfing,4 punctures on leg & board bitten,5 m to 6 m [16.5' to 20'] white shark
3/5/90,1990,Unprovoked,REUNION,Sainte-Marie,Baie de la Mare,Surfing,Survived,3 m [10'] bull shark
1/12/90,1990,Unprovoked,USA,California,Montera Beach; San Mateo County,Surfing (sitting on his board),No injury; board bitten,3 m to 4 m [10' to 13'] white shark
6/5/89,1989,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Surfing,No injury; board bitten,3 m [10'] white shark
2/19/89,1989,Provoked,SOUTH AFRICA,Western Cape Province,,Fishing,Thigh lacerated & abraded  PROVOKED INCIDENT,3 m [10'] gaffed shark
9/13/88,1988,Unprovoked,USA,Florida,Shell Island Panama City Beach; Bay County,Snorkeling,FATAL; thigh & hand lacerated,3 m [10'] bull shark
8/22/88,1988,Unprovoked,ITALY,Manfredonia,Ippocampo,,Survived,
6/5/88,1988,Unprovoked,USA,Florida,Daytona Beach; Volusia County,Swimming,Four lacerations to his ankle,
4/14/88,1988,Unprovoked,USA,Florida,Singer Island; Riviera Beach; Palm Beach County,Windsurfing,6 laceration to left foot,
2/15/88,1988,Watercraft,SOUTH AFRICA,KwaZulu-Natal,Brighton Beach; Durban,,No injury to occupants; pontoon puctured,Raggedtooth shark; 2 m
1/1/88,1988,Unprovoked,AUSTRALIA,New South Wales,Sydney,Surfing,Hand bitten,Wobbegong shark
5/6/87,1987,Provoked,AUSTRALIA,New South Wales,,Fishing,3 fingers severed by metal trace as he tried to haul in a hooked shark. PROVOKED ACCIDENT,
12/4/86,1986,Invalid,SOUTH AFRICA,Western Cape Province,Platbank,Spearfishing,No injury; no attack; 1.8 m copper shark made threat displays,Invalid
7/26/86,1986,Watercraft,AUSTRALIA,Western Australia,3 km west of Rottnest Island,Fishing,No injury to occupants. Shark bit motor; lifting stern a half-metre out of the water,Tooth fragment of a white shark recovered. Authorities believed shark was 6 m [20']  total length
9/5/85,1985,Invalid,USA,Florida,Fort Pierce Inlet; St Lucie County,Swimming,Found to be a hoax,Invalid
10/17/84,1984,Invalid,USA,Florida,Boynton Beach; Palm Beach County,Wading,10 laceration on leg,"Shark involvement not confirmed, officials considered barracua"
7/26/83,1983,Sea Disaster,AUSTRALIA,Queensland,Off Lodestone Reef; Great Barrier Reef; north of Townsville,Swimming from the New Venture,FATAL; shark seized her by the chest and took her underwater,Tiger shark; 5 m [16.5']
5/21/83,1983,Unprovoked,USA,Florida,Haulover Inlet; Dade County,Surfing,Right foot bitten,
5/1/82,1982,Invalid,USA,South Carolina,Daws Island; Broad River (near Beaufort),,Human remains recovered from tiger shark,Shark involvement prior to death was not confirmed
9/3/81,1981,Unprovoked,USA,Florida,Patrick Air Force Base; Brevard County,Surfing,Lacerations to 2 fingers of left hand,
3/4/81,1981,Unprovoked,CHILE,Coquimbo,Bahia Totoralillo; 80  km north of Coquimbo,Free diving Spearfishing,Foot & ankle bitten,White shark
11/17/80,1980,Invalid,SOUTH AFRICA,KwaZulu-Natal,Mnini,Swimming,Probable  drowning & scavenging,Shark involvement prior to death was not confirmed
9/12/76,1976,Unprovoked,USA,Florida,Jacksonville; Duval County,Swimming,FATAL,
3/12/76,1976,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Standing,Lacerations to left leg,
9/1/74,1974,Sea Disaster,AUSTRALIA,Queensland,Junpinpin; off Stradbroke Island,3.3 m fishing boat sank. Treveluwe & Peter Hodgson (wearing lifejackets) were drifting in the current,Missing; believed taken by a shark,
8/16/74,1974,Unprovoked,HONG KONG,Mirs Bay,,Freedom swimming,Arm broken & severely lacerated,
9/1/73,1973,Unprovoked,EGYPT,Red Sea,Southern end of the Sinai Peninsula,,Massive wound on right thigh with femur exposed,Tiger shark
10/14/72,1972,Unprovoked,USA,US Virgin Islands,St. Croix; Cane Bay,Scuba diving,FATAL; body not recovered,Oceanic whitetip shark x 2
6/26/72,1972,Unprovoked,AUSTRALIA,Queensland,Pancake Creek,,FATAL,
3/16/72,1972,Unprovoked,USA,Hawaii,Waihe'e; Wailuku; Maui,Spearfishing,Leg bitten,
4/1/70,1970,Unprovoked,SOLOMON ISLANDS,,,Swimming,No details,Wobbegong shark
1/23/70,1970,Unprovoked,MOZAMBIQUE,Limpopo River,Gijana; 150 km inland,Swimming,Leg severed at knee,Zambesi shark
2/1/69,1969,Invalid,AUSTRALIA,Queensland,Cooktown,Hard hat diving,No details,Questionable incident
2/20/68,1968,Unprovoked,AUSTRALIA,Western Australia,Swan River,Swimming,Thigh lacerated,
,1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,FATAL,3.7 m [12'] shark
1/8/66,1966,Unprovoked,NEW ZEALAND,North Island,Oakura Beach; Taranaki,Body surfing,FATAL; left leg bitten thigh to calf,
7/30/64,1965,Provoked,BAHAMAS,Bimini Islands,Lerner Marine Lab,Attempting to anesthetize shark,Chest bitten PROVOKED INCIDENT,Lemon shark; 0.5 m
5/28/65,1965,Unprovoked,MEXICO,Veracruz,Playa Mocambo,Swimming,FATAL; left arm & right leg severed,
2/17/64,1964,Provoked,FIJI,,Savuli Reef,Fishing,Hooked shark bit boat PROVOKED INCIDENT,Tiger shark; 3.5 m; 250-lb female
7/15/63,1963,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Bathing,Left forearm bitten; surgically amputated?,
7/11/63,1963,Provoked,USA,Mississippi,Horn Island,Fishing; on charter boat Silver Dollar,Cuts on right hand; PROVOKED INCIDENT,1.2 m [4'] shark
2/8/63,1963,Unprovoked,FIJI,Lomaiviti  Island Group,Taibaisa Passage; Gau Island,Spearfishing,Left arm bitten,White shark; 2.1 m [7']
11/10/62,1962,Watercraft,AUSTRALIA,New South Wales,Off Kisma,Fishing,No injury to occupants. Shark rammed boat as they were pulling in a flathead,3 m [10'] blue whaler
8/31/62,1962,Provoked,ISRAEL,Sharon,2 km north of Apollonia,Fishing,Details unknown; possibly a PROVOKED INCIDENT,2.5 m [8.25'] shark
2/23/62,1962,Unprovoked,PAPUA NEW GUINEA,Central Province,Fisherman’s Island near Port Moresby,Swimming along a row of nets,Torso lacerated,1.2 m  [4'] shark
1/1/62,1962,Unprovoked,SPAIN,Catalonia,Aigua Blava,Dangling feet in the water,Feet severed,
,1962,Unprovoked,AUSTRALIA,South Australia,Dangerous Reef,Diving,Right leg bitten,
11/14/61,1961,Invalid,MEXICO,Guerrrero,Northwest of Acapulco,,Bodies of  hurricane victims bitten by shoals of sharks; post mortem scavenging,Shark involvement prior to death was not confirmed
2/17/61,1961,Provoked,USA,Pennsylvania,Fairmount Park Aquarium; Philadelphia,Cleaning a tank,Thumb lacerated by captive shark PROVOKED INCIDENT,
8/1/60,1960,Unprovoked,USA,South Carolina,Parris Island,Swimming from camp,FATAL,
7/5/60,1960,Unprovoked,USA,Mississippi,Mississippi City,Pulling raft out to ride to shore,Leg bitten,
6/29/60,1960,Provoked,USA,South Carolina,Little River Beach; Horry County,Surf fishing,Lacerations to calf; wrist & thumb by hooked shark. PROVOKED INCIDENT,7' shark
